difference_metric,loss,mae,mape,mse,r2_score,rmse,val_difference_metric,val_loss,val_mae,val_mape,val_mse,val_r2_score,val_rmse
0.1277303546667099,0.07659882307052612,0.12751516699790955,2347280.0,0.07659882307052612,-373.85308837890625,0.14480535686016083,0.10136312246322632,0.013847901485860348,0.1014784425497055,2237609.5,0.013847901485860348,-61.903873443603516,0.11747418344020844
0.08834529668092728,0.010774434544146061,0.08825315535068512,94.59404754638672,0.010774434544146061,-23.21965217590332,0.1034061536192894,0.10181842744350433,0.014016478322446346,0.10190395265817642,2180604.0,0.014016478322446346,-62.70775604248047,0.11818697303533554
0.1021973192691803,0.013974163681268692,0.1018284410238266,1944892.375,0.013974163681268692,-66.56925964355469,0.11843685805797577,0.10078685730695724,0.013585622422397137,0.10065309703350067,2361957.5,0.013585622422397137,-60.91183090209961,0.11660772562026978
0.08856848627328873,0.010574379935860634,0.08808758854866028,99.27704620361328,0.010574379935860634,-23.120149612426758,0.10319013893604279,0.10113600641489029,0.013708940707147121,0.1010095551609993,2269178.0,0.013708940707147121,-61.517539978027344,0.11713434010744095
0.10191399604082108,0.013758482411503792,0.10129672288894653,1939309.0,0.013758482411503792,-65.90271759033203,0.11788364499807358,0.10093165934085846,0.01351376622915268,0.10029041022062302,2460275.25,0.01351376622915268,-61.128936767578125,0.1168399378657341
0.08957166969776154,0.01058401819318533,0.08829780668020248,103.43522644042969,0.01058401819318533,-23.596208572387695,0.1042167991399765,0.10084870457649231,0.013480880297720432,0.10023344308137894,2376856.5,0.013480880297720432,-61.00640869140625,0.11670459806919098
0.10310976207256317,0.01247801911085844,0.09538687765598297,1887255.5,0.01247801911085844,-68.58512878417969,0.11994391679763794,0.11543647199869156,0.007309753447771072,0.07192933559417725,1712387.625,0.007309753447771072,-88.09148406982422,0.1363477259874344
0.10108401626348495,0.005581764038652182,0.06084374710917473,73.98202514648438,0.005581764038652182,-32.88352584838867,0.1200384721159935,0.11421849578619003,0.006068817339837551,0.06300895661115646,1345701.375,0.006068817339837551,-85.5547866821289,0.13533756136894226
0.12468758225440979,0.003144411835819483,0.04195939376950264,755743.625,0.003144411835819483,-111.3451919555664,0.1494525521993637,0.12709948420524597,0.001281114760786295,0.026077760383486748,658179.25,0.001281114760786295,-109.8732681274414,0.1528790146112442
0.11359284073114395,0.0007460546912625432,0.02146272175014019,18.930509567260742,0.0007460546912625432,-42.404354095458984,0.13584530353546143,0.12869161367416382,0.0022484404034912586,0.03906376287341118,930732.0625,0.0022484404034912586,-112.67887878417969,0.15411990880966187
0.12919257581233978,0.0013698139227926731,0.02734983339905739,516976.625,0.0013698139227926731,-120.2752685546875,0.15536366403102875,0.1276700794696808,0.0008651322568766773,0.02071765437722206,520884.1875,0.0008651322568766773,-110.92853546142578,0.15365731716156006
0.11428771913051605,0.0005460857646539807,0.018338609486818314,16.568096160888672,0.0005460857646539807,-43.030426025390625,0.13704878091812134,0.12742504477500916,0.0008710374822840095,0.020740820094943047,589052.3125,0.0008710374822840095,-110.51020050048828,0.1534103900194168
