difference_metric,loss,mae,mape,mse,r2_score,rmse,val_difference_metric,val_loss,val_mae,val_mape,val_mse,val_r2_score,val_rmse
0.1301211565732956,0.0009693424799479544,0.022838477045297623,428594.84375,0.0009693424799479544,-122.12190246582031,0.15647663176059723,0.13037735223770142,0.0006792230415157974,0.018576733767986298,418962.84375,0.0006792230415157974,-115.89945220947266,0.15675856173038483
0.11712747067213058,0.0004919420462101698,0.016862569376826286,14.74268627166748,0.0004919420462101698,-45.165000915527344,0.14015182852745056,0.130152627825737,0.0007225811714306474,0.019892724230885506,530098.75,0.0007225811714306474,-115.473388671875,0.15643595159053802
0.13052436709403992,0.000821327674202621,0.02108914963901043,396405.6875,0.000821327674202621,-122.91716003417969,0.15697820484638214,0.130215585231781,0.0006198689807206392,0.01781514100730419,390178.625,0.0006198689807206392,-115.59198760986328,0.15662619471549988
0.1170889288187027,0.00043558087782002985,0.015948910266160965,14.650985717773438,0.00043558087782002985,-45.117401123046875,0.14006958901882172,0.12995539605617523,0.0006162793724797666,0.01791718602180481,478438.1875,0.0006162793724797666,-115.116943359375,0.15632180869579315
0.1307612508535385,0.0007505504181608558,0.02014017105102539,379882.84375,0.0007505504181608558,-123.39197540283203,0.15724703669548035,0.1299912929534912,0.0005605996702797711,0.016654515638947487,369816.3125,0.0005605996702797711,-115.20183563232422,0.15637795627117157
0.11703500151634216,0.0003644595853984356,0.014906207099556923,13.474602699279785,0.0003644595853984356,-45.07036590576172,0.14012043178081512,0.13010753691196442,0.0006004521856084466,0.017401227727532387,397163.25,0.0006004521856084466,-115.41385650634766,0.15652474761009216
0.13105598092079163,0.000625487242359668,0.018502457067370415,343624.65625,0.000625487242359668,-124.00602722167969,0.15761208534240723,0.1310642659664154,0.0005048704915679991,0.01594189926981926,328382.0625,0.0005048704915679991,-117.18352508544922,0.15760651230812073
0.11785928159952164,0.00034850224619731307,0.014014857821166515,13.144664764404297,0.00034850224619731307,-45.762168884277344,0.14108529686927795,0.13093428313732147,0.0005081152776256204,0.015937913209199905,390362.9375,0.0005081152776256204,-116.95573425292969,0.15746335685253143
0.13117752969264984,0.0005945573793724179,0.01797839254140854,318632.59375,0.0005945573793724179,-124.24864959716797,0.15772315859794617,0.1310780942440033,0.00048271415289491415,0.01572524942457676,369758.40625,0.00048271415289491415,-117.17930603027344,0.15756268799304962
0.11774127185344696,0.00033727966365404427,0.014725053682923317,13.426347732543945,0.00033727966365404427,-45.6653938293457,0.1409110277891159,0.13149431347846985,0.0005417122738435864,0.016719071194529533,379742.78125,0.0005417122738435864,-117.94293975830078,0.15803581476211548
0.13127930462360382,0.0005861706449650228,0.017958220094442368,311086.4375,0.0005861706449650228,-124.44979858398438,0.15782922506332397,0.13056397438049316,0.0004988335422240198,0.016218110918998718,410771.5,0.0004988335422240198,-116.22361755371094,0.15695573389530182
0.11736468225717545,0.0003481061721686274,0.015472058206796646,14.768954277038574,0.0003481061721686274,-45.360843658447266,0.14044491946697235,0.13115721940994263,0.0005210360395722091,0.01634698547422886,406799.21875,0.0005210360395722091,-117.34122467041016,0.1576680839061737
0.13141284883022308,0.0005399366491474211,0.017190100625157356,293923.875,0.0005399366491474211,-124.71772766113281,0.15798039734363556,0.13086910545825958,0.0005367614794522524,0.0172220878303051,419579.9375,0.0005367614794522524,-116.75282287597656,0.15724962949752808
0.11816377192735672,0.00042205009958706796,0.01688236929476261,16.01835823059082,0.00042205009958706796,-46.01658630371094,0.14127033948898315,0.13139493763446808,0.0004625625442713499,0.01520260889083147,394522.9375,0.0004625625442713499,-117.78581237792969,0.15794691443443298
0.13151833415031433,0.0005362348747439682,0.01714884117245674,281325.75,0.0005362348747439682,-124.94329071044922,0.15807989239692688,0.13092868030071259,0.0005345799727365375,0.017160022631287575,411006.5625,0.0005345799727365375,-116.8646240234375,0.15730765461921692
0.11772260069847107,0.0004204989527352154,0.01715657487511635,16.56958770751953,0.0004204989527352154,-45.668094635009766,0.14084407687187195,0.13211552798748016,0.0005251257680356503,0.01666870340704918,419483.96875,0.0005251257680356503,-119.07023620605469,0.1586693674325943
0.1315431296825409,0.0005557253025472164,0.017492998391389847,280636.84375,0.0005557253025472164,-124.99237060546875,0.15810085833072662,0.1300698220729828,0.0005285757943056524,0.01702963560819626,386394.34375,0.0005285757943056524,-115.3021240234375,0.1563369482755661
0.11750617623329163,0.0004748179344460368,0.01770436018705368,15.517480850219727,0.0004748179344460368,-45.55830001831055,0.1408071517944336,0.13179148733615875,0.0005510396440513432,0.017513912171125412,441625.96875,0.0005510396440513432,-118.470458984375,0.15826822817325592
